证券代码,id,企业
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
2,000002,万科Ａ
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
4,000004,ST国华
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
5,000005,ST星源
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
6,000006,深振业Ａ
7,000007,全新好
7,000007,全新好
7,000007,全新好
7,000007,全新好
7,000007,全新好
7,000007,全新好
7,000007,全新好
7,000007,全新好
7,000007,全新好
7,000007,全新好
7,000007,全新好
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
8,000008,神州高铁
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
9,000009,中国宝安
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
10,000010,美丽生态
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
11,000011,深物业A
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
12,000012,南玻Ａ
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
14,000014,沙河股份
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
16,000016,深康佳Ａ
17,000017,深中华A
17,000017,深中华A
17,000017,深中华A
17,000017,深中华A
17,000017,深中华A
17,000017,深中华A
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
19,000019,深粮控股
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
20,000020,深华发Ａ
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
21,000021,深科技
22,000022,深赤湾Ａ
22,000022,深赤湾Ａ
22,000022,深赤湾Ａ
22,000022,深赤湾Ａ
22,000022,深赤湾Ａ
22,000022,深赤湾Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
23,000023,深天地Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
25,000025,特力Ａ
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
26,000026,飞亚达
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
27,000027,深圳能源
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
28,000028,国药一致
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
29,000029,深深房Ａ
30,000030,富奥股份
30,000030,富奥股份
30,000030,富奥股份
30,000030,富奥股份
30,000030,富奥股份
30,000030,富奥股份
30,000030,富奥股份
30,000030,富奥股份
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
31,000031,大悦城
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
32,000032,深桑达Ａ
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
34,000034,神州数码
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
35,000035,中国天楹
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
36,000036,华联控股
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
37,000037,深南电A
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
38,000038,*ST大通
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
39,000039,中集集团
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
40,000040,东旭蓝天
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
42,000042,中洲控股
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
43,000043,中航善达
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
45,000045,深纺织Ａ
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
46,000046,泛海控股
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
48,000048,京基智农
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
49,000049,德赛电池
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
50,000050,深天马Ａ
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
55,000055,方大集团
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
56,000056,皇庭国际
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
58,000058,深赛格
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
59,000059,华锦股份
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
60,000060,中金岭南
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
61,000061,农产品
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
62,000062,深圳华强
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
63,000063,中兴通讯
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
65,000065,北方国际
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
66,000066,中国长城
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
68,000068,华控赛格
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
69,000069,华侨城Ａ
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
70,000070,特发信息
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
78,000078,海王生物
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
88,000088,盐田港
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
89,000089,深圳机场
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
90,000090,天健集团
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
96,000096,广聚能源
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
99,000099,中信海直
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
100,000100,TCL科技
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
150,000150,*ST宜康
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
151,000151,中成股份
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
153,000153,丰原药业
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
155,000155,川能动力
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
156,000156,华数传媒
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
157,000157,中联重科
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
158,000158,常山北明
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
159,000159,国际实业
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
301,000301,东方盛虹
333,000333,美的集团
333,000333,美的集团
333,000333,美的集团
333,000333,美的集团
333,000333,美的集团
333,000333,美的集团
333,000333,美的集团
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
338,000338,潍柴动力
